row,col,cell,xcoord,ycoord,landtype,elevation,species,age,biomass,stems,slowGrowth,DBH,height,availableLight,light_rf,LeafArea,nitorgen_rf,droughtIndex,moisture_rf,degreeDay_rf,deadbole
0,0,0,3445529,5387104,1,888,piceabie,0,0.0128,11,0,8.2984,7.6344,0.1593,0.0000,3.8501,0.0000,0.1094,0.0000,0.0000,19.6758
0,0,0,3445529,5387104,1,888,fagusilv,130,8.2540,2,0,104.4654,38.5746,0.5979,0.9396,3.8501,0.0000,0.1094,0.7970,0.6542,19.6758
0,0,0,3445529,5387104,1,888,fagusilv,0,0.0168,25,0,7.7664,7.1610,0.1948,0.0000,3.8501,0.0000,0.1094,0.0000,0.0000,19.6758
0,1,1,3445554,5387104,1,891,abiealba,40,0.0834,4,0,16.6209,13.2668,0.2310,0.6342,5.8766,0.0000,0.1138,0.7704,0.6885,5.1061
0,1,1,3445554,5387104,1,891,piceabie,40,0.0663,18,0,15.2239,12.3285,0.1749,0.2880,5.8766,0.0000,0.1138,0.6564,0.7786,5.1061
0,1,1,3445554,5387104,1,891,piceabie,30,0.0207,2,10,9.8697,8.7400,0.0625,0.0000,5.8766,0.0000,0.1138,0.6564,0.7786,5.1061
0,1,1,3445554,5387104,1,891,fagusilv,90,1.4518,4,0,47.1168,26.6099,0.7667,0.9778,5.8766,0.0000,0.1138,0.7878,0.6525,5.1061
0,1,1,3445554,5387104,1,891,fagusilv,40,0.1213,12,0,17.0155,13.0636,0.3882,0.8297,5.8766,0.0000,0.1138,0.7878,0.6525,5.1061
0,1,1,3445554,5387104,1,891,fagusilv,30,0.0652,15,0,13.2948,10.8087,0.1073,0.3164,5.8766,0.0000,0.1138,0.7878,0.6525,5.1061
0,1,1,3445554,5387104,1,891,fagusilv,20,0.0305,21,0,9.8317,8.5671,0.0769,0.2083,5.8766,0.0000,0.1138,0.7878,0.6525,5.1061
0,1,1,3445554,5387104,1,891,fagusilv,10,0.0162,11,0,7.6423,7.0748,0.0592,0.1318,5.8766,0.0000,0.1138,0.7878,0.6525,5.1061
0,1,1,3445554,5387104,1,891,fagusilv,0,0.0118,6,0,6.7351,6.4387,0.0545,0.0000,5.8766,0.0000,0.1138,0.0000,0.0000,5.1061
0,1,1,3445554,5387104,1,891,querpetr,40,0.0988,6,0,15.6761,11.1012,0.2742,0.3542,5.8766,0.0000,0.1138,0.7853,0.6225,5.1061
0,2,2,3445579,5387104,1,893,fagusilv,180,13.4008,2,0,133.5011,41.2270,0.4583,0.8733,4.7291,0.0000,0.1108,0.7941,0.6514,9.1139
0,3,3,3445604,5387104,1,896,fagusilv,90,1.4553,3,0,47.1665,26.6267,0.2021,0.5287,4.0087,0.0000,0.1096,0.7966,0.6497,2.3231
0,3,3,3445604,5387104,1,896,querpetr,310,16.1864,1,0,147.4246,24.8394,0.6301,0.7477,4.0087,0.0000,0.1096,0.7942,0.6195,2.3231
0,4,4,3445629,5387104,1,898,fagusilv,130,5.9722,2,0,89.2769,36.5111,0.6745,0.9246,3.5814,0.0000,0.1158,0.7835,0.6486,11.3954
0,4,4,3445629,5387104,1,898,fagusilv,50,0.1583,14,0,18.9231,14.1613,0.2490,0.3872,3.5814,0.0000,0.1158,0.7835,0.6486,11.3954
0,5,5,3445654,5387104,1,901,abiealba,0,0.0151,2,0,8.8071,8.0088,0.1847,0.0000,3.5577,0.0000,0.1060,0.0000,0.0000,9.1832
0,5,5,3445654,5387104,1,901,piceabie,10,0.0161,15,0,9.0053,8.1348,0.2136,0.3722,3.5577,0.0000,0.1060,0.6857,0.7750,9.1832
0,5,5,3445654,5387104,1,901,piceabie,0,0.0128,6,0,8.3100,7.6426,0.1772,0.0000,3.5577,0.0000,0.1060,0.0000,0.0000,9.1832
0,5,5,3445654,5387104,1,901,fagusilv,160,12.4742,1,0,128.6414,40.8754,0.6933,0.9638,3.5577,0.0000,0.1060,0.8042,0.6469,9.1832
0,5,5,3445654,5387104,1,901,fagusilv,10,0.0261,26,0,9.2487,8.1756,0.2957,0.7228,3.5577,0.0000,0.1060,0.8042,0.6469,9.1832
0,5,5,3445654,5387104,1,901,fagusilv,0,0.0169,4,0,7.7681,7.1622,0.2343,0.0000,3.5577,0.0000,0.1060,0.0000,0.0000,9.1832
