row,col,cell,xcoord,ycoord,landtype,elevation,species,age,biomass,stems,slowGrowth,DBH,height,availableLight,light_rf,LeafArea,nitorgen_rf,droughtIndex,moisture_rf,degreeDay_rf,deadbole
0,12,12,3445829,5387104,1,919,querpetr,330,15.8274,1,0,145.6810,24.8296,0.6360,0.7526,3.2451,0.0000,0.0701,0.8741,0.5718,12.2197
0,13,13,3445854,5387104,1,921,fagusilv,330,17.7007,1,0,154.6361,42.4392,0.6060,0.9392,3.0356,0.0000,0.0642,0.8865,0.6048,1.2713
0,14,14,3445879,5387104,1,924,fagusilv,160,12.4893,1,0,128.7216,40.8814,0.6930,0.9636,5.3707,0.0000,0.0637,0.8874,0.6033,13.3849
0,14,14,3445879,5387104,1,924,fagusilv,20,0.0408,62,0,11.0324,9.3605,0.2322,0.6220,5.3707,0.0000,0.0637,0.8874,0.6033,13.3849
0,14,14,3445879,5387104,1,924,fagusilv,10,0.0240,34,0,8.9370,7.9645,0.1000,0.2928,5.3707,0.0000,0.0637,0.8874,0.6033,13.3849
0,14,14,3445879,5387104,1,924,fagusilv,0,0.0131,14,0,7.0334,6.6490,0.0735,0.0000,5.3707,0.0000,0.0637,0.0000,0.0000,13.3849
0,15,15,3445904,5387104,1,927,fagusilv,120,4.2426,4,0,76.0001,34.1712,0.5494,0.8426,3.6297,0.0000,0.0658,0.8835,0.6017,18.5778
0,16,16,3445929,5387104,1,929,fagusilv,170,11.0247,2,0,120.7585,40.2340,0.1311,0.3788,6.7348,0.0000,0.0725,0.8707,0.6007,1.2577
0,16,16,3445929,5387104,1,929,querpetr,330,15.8549,1,0,145.8152,24.8304,0.6355,0.7522,6.7348,0.0000,0.0725,0.8693,0.5663,1.2577
0,17,17,3445954,5387104,1,932,fagusilv,150,9.8352,2,0,113.9886,39.6040,0.5507,0.9215,3.6151,0.0000,0.0625,0.8898,0.5992,12.5058
0,18,18,3445979,5387104,1,934,fagusilv,150,7.7062,2,0,100.9975,38.1527,0.6153,0.9447,3.2648,0.0000,0.0676,0.8801,0.5983,15.0033
0,18,18,3445979,5387104,1,934,fagusilv,0,0.0125,21,0,6.8907,6.5485,0.2177,0.0000,3.2648,0.0000,0.0676,0.0000,0.0000,15.0033
0,19,19,3446004,5387104,1,937,fagusilv,170,10.6803,2,0,118.8291,40.0623,0.1349,0.3900,6.6055,0.0000,0.0707,0.8742,0.5968,1.7952
0,19,19,3446004,5387104,1,937,querpetr,330,15.7169,1,0,145.1415,24.8265,0.6378,0.7542,6.6055,0.0000,0.0707,0.8728,0.5621,1.7952
0,20,20,3446029,5387104,1,939,fagusilv,170,12.9226,1,0,131.0092,41.0506,0.6853,0.9618,5.8724,0.0000,0.0649,0.8852,0.5958,8.9941
0,20,20,3446029,5387104,1,939,fagusilv,150,9.7312,2,0,113.3818,39.5437,0.1762,0.5051,5.8724,0.0000,0.0649,0.8852,0.5958,8.9941
0,21,21,3446054,5387104,1,942,fagusilv,160,11.7613,2,0,124.8104,40.5752,0.4986,0.8965,5.7687,0.0000,0.0643,0.8863,0.5944,9.6126
0,21,21,3446054,5387104,1,942,fagusilv,150,8.2072,1,0,104.1727,38.5400,0.0940,0.2694,5.7687,0.0000,0.0643,0.8863,0.5944,9.6126
0,22,22,3446079,5387104,1,942,piceabie,10,0.0171,36,0,9.2142,8.2818,0.2504,0.4247,3.8666,0.0000,0.0609,0.8338,0.7415,12.7608
0,22,22,3446079,5387104,1,942,piceabie,0,0.0119,4,0,8.1016,7.4941,0.1492,0.0000,3.8666,0.0000,0.0609,0.0000,0.0000,12.7608
0,22,22,3446079,5387104,1,942,fagusilv,50,0.1534,9,0,18.6860,14.0269,0.8833,0.9911,3.8666,0.0000,0.0609,0.8927,0.5944,12.7608
0,22,22,3446079,5387104,1,942,fagusilv,10,0.0285,56,0,9.5731,8.3940,0.5360,0.9167,3.8666,0.0000,0.0609,0.8927,0.5944,12.7608
0,22,22,3446079,5387104,1,942,fagusilv,0,0.0164,10,0,7.6768,7.0988,0.1729,0.0000,3.8666,0.0000,0.0609,0.0000,0.0000,12.7608
0,22,22,3446079,5387104,1,942,pinusilv,10,0.0130,11,4,8.3548,7.5670,0.1588,0.0568,3.8666,0.0000,0.0609,0.9246,0.6511,12.7608
0,22,22,3446079,5387104,1,942,querpetr,10,0.0221,8,0,8.6561,7.3724,0.3146,0.4067,3.8666,0.0000,0.0609,0.8915,0.5594,12.7608
0,23,23,3446104,5387104,1,942,fagusilv,190,13.9764,1,0,136.4574,41.4261,0.1716,0.4850,5.1693,0.0000,0.0642,0.8865,0.5944,1.6581
0,23,23,3446104,5387104,1,942,querpetr,330,15.6494,1,0,144.8113,24.8245,0.6389,0.7551,5.1693,0.0000,0.0642,0.8853,0.5594,1.6581
0,24,24,3446129,5387104,1,942,piceabie,20,0.0196,38,0,9.6656,8.5978,0.1522,0.2336,4.7436,0.0000,0.0609,0.8338,0.7415,10.7838
0,24,24,3446129,5387104,1,942,piceabie,10,0.0133,7,0,8.4174,7.7190,0.0988,0.1050,4.7436,0.0000,0.0609,0.8338,0.7415,10.7838
0,24,24,3446129,5387104,1,942,fagusilv,160,11.9870,1,0,126.0328,40.6733,0.7020,0.9655,4.7436,0.0000,0.0609,0.8927,0.5944,10.7838
0,24,24,3446129,5387104,1,942,fagusilv,20,0.0431,27,0,11.2751,9.5188,0.2924,0.7172,4.7436,0.0000,0.0609,0.8927,0.5944,10.7838
0,24,24,3446129,5387104,1,942,fagusilv,10,0.0270,11,0,9.3642,8.2535,0.2025,0.5689,4.7436,0.0000,0.0609,0.8927,0.5944,10.7838
0,24,24,3446129,5387104,1,942,fagusilv,0,0.0136,2,0,7.1274,6.7150,0.1028,0.0000,4.7436,0.0000,0.0609,0.0000,0.0000,10.7838
0,25,25,3446154,5387104,1,942,fagusilv,160,11.8549,2,0,125.3183,40.6162,0.4962,0.8951,4.2469,0.0000,0.0609,0.8927,0.5944,12.5081
0,26,26,3446179,5387104,1,942,fagusilv,330,17.3657,1,0,153.0596,42.3641,0.6113,0.9409,7.5474,0.0000,0.0739,0.8682,0.5944,0.3508
0,26,26,3446179,5387104,1,942,fagusilv,200,12.8719,2,0,130.7428,41.0313,0.1060,0.2996,7.5474,0.0000,0.0739,0.8682,0.5944,0.3508
0,27,27,3446204,5387104,1,941,fagusilv,120,4.4721,5,0,77.8848,34.5391,0.4582,0.8773,4.7300,0.0000,0.0611,0.8924,0.5948,18.0315
0,28,28,3446229,5387104,1,941,piceabie,50,0.0645,15,0,15.0586,12.2217,0.4488,0.6785,4.8630,0.0000,0.0611,0.8334,0.7418,13.8103
0,28,28,3446229,5387104,1,941,piceabie,40,0.0310,24,0,11.4416,9.8218,0.2288,0.3850,4.8630,0.0000,0.0611,0.8334,0.7418,13.8103
0,28,28,3446229,5387104,1,941,fagusilv,50,0.1795,14,0,19.8961,14.7066,0.8067,0.9831,4.8630,0.0000,0.0611,0.8924,0.5948,13.8103
0,28,28,3446229,5387104,1,941,fagusilv,30,0.0483,8,0,11.8035,9.8608,0.3016,0.7352,4.8630,0.0000,0.0611,0.8924,0.5948,13.8103
0,28,28,3446229,5387104,1,941,fagusilv,20,0.0261,11,0,9.2435,8.1721,0.1590,0.4678,4.8630,0.0000,0.0611,0.8924,0.5948,13.8103
0,28,28,3446229,5387104,1,941,fagusilv,10,0.0185,40,0,8.0679,7.3696,0.1269,0.3802,4.8630,0.0000,0.0611,0.8924,0.5948,13.8103
0,28,28,3446229,5387104,1,941,fagusilv,0,0.0139,12,0,7.1894,6.7586,0.0939,0.0000,4.8630,0.0000,0.0611,0.0000,0.0000,13.8103
0,28,28,3446229,5387104,1,941,querpetr,50,0.0555,2,0,12.4734,9.5095,0.3262,0.4276,4.8630,0.0000,0.0611,0.8912,0.5599,13.8103
0,28,28,3446229,5387104,1,941,querpetr,40,0.0399,1,0,10.9407,8.6845,0.2707,0.3374,4.8630,0.0000,0.0611,0.8912,0.5599,13.8103
0,29,29,3446254,5387104,1,941,querpetr,330,15.5218,2,0,144.1858,24.8207,0.4109,0.5212,5.3904,0.0000,0.0663,0.8814,0.5599,0.0844
0,30,30,3446279,5387104,1,941,piceabie,0,0.0133,17,0,8.4186,7.7198,0.2949,0.0000,2.7212,0.0000,0.0654,0.0000,0.0000,15.8380
0,30,30,3446279,5387104,1,941,fagusilv,160,11.2222,1,0,121.8548,40.3288,0.7160,0.9684,2.7212,0.0000,0.0654,0.8843,0.5948,15.8380
0,30,30,3446279,5387104,1,941,querpetr,0,0.0152,16,0,7.4459,6.6352,0.3470,0.0000,2.7212,0.0000,0.0654,0.0000,0.0000,15.8380
0,31,31,3446304,5387104,1,941,fagusilv,160,11.8222,2,0,125.1409,40.6020,0.4971,0.8956,4.2367,0.0000,0.0611,0.8924,0.5948,4.9963
0,32,32,3446329,5387104,1,941,piceabie,0,0.0126,15,0,8.2547,7.6033,0.1874,0.0000,3.5883,0.0000,0.0611,0.0000,0.0000,24.7592
0,32,32,3446329,5387104,1,941,fagusilv,10,0.0222,136,0,8.6705,7.7831,0.6015,0.9380,3.5883,0.0000,0.0611,0.8924,0.5948,24.7592
0,32,32,3446329,5387104,1,941,fagusilv,0,0.0170,8,0,7.7901,7.1775,0.2090,0.0000,3.5883,0.0000,0.0611,0.0000,0.0000,24.7592
0,33,33,3446354,5387104,1,941,abiealba,40,0.0843,7,0,16.6854,13.3078,0.3089,0.7303,5.1552,0.0000,0.0665,0.8732,0.6368,6.6401
0,33,33,3446354,5387104,1,941,abiealba,10,0.0138,1,0,8.5379,7.8175,0.0792,0.1912,5.1552,0.0000,0.0665,0.8732,0.6368,6.6401
0,33,33,3446354,5387104,1,941,abiealba,0,0.0113,1,0,7.9548,7.4006,0.0765,0.0000,5.1552,0.0000,0.0665,0.0000,0.0000,6.6401
0,33,33,3446354,5387104,1,941,piceabie,50,0.0790,11,0,16.2741,13.0011,0.2308,0.3742,5.1552,0.0000,0.0665,0.8169,0.7418,6.6401
0,33,33,3446354,5387104,1,941,piceabie,40,0.0407,25,0,12.6528,10.6392,0.1481,0.2031,5.1552,0.0000,0.0665,0.8169,0.7418,6.6401
0,33,33,3446354,5387104,1,941,piceabie,20,0.0154,15,9,8.8686,8.0385,0.0941,0.0702,5.1552,0.0000,0.0665,0.8169,0.7418,6.6401
0,33,33,3446354,5387104,1,941,fagusilv,50,0.1778,15,0,19.8208,14.6647,0.7956,0.9801,5.1552,0.0000,0.0665,0.8822,0.5948,6.6401
0,33,33,3446354,5387104,1,941,fagusilv,40,0.1249,11,0,17.2112,13.1779,0.4384,0.8522,5.1552,0.0000,0.0665,0.8822,0.5948,6.6401
0,33,33,3446354,5387104,1,941,fagusilv,10,0.0152,4,0,7.4471,6.9388,0.0814,0.2023,5.1552,0.0000,0.0665,0.8822,0.5948,6.6401
0,33,33,3446354,5387104,1,941,fagusilv,0,0.0117,3,0,6.7157,6.4249,0.0780,0.0000,5.1552,0.0000,0.0665,0.0000,0.0000,6.6401
0,34,34,3446379,5387104,1,940,abiealba,30,0.0368,3,0,12.1947,10.3573,0.2627,0.6830,4.5256,0.0000,0.0613,0.8839,0.6372,10.7165
0,34,34,3446379,5387104,1,940,abiealba,10,0.0166,2,0,9.1065,8.2208,0.1196,0.3591,4.5256,0.0000,0.0613,0.8839,0.6372,10.7165
0,34,34,3446379,5387104,1,940,piceabie,50,0.0950,15,0,17.4741,13.7575,0.4179,0.6478,4.5256,0.0000,0.0613,0.8329,0.7421,10.7165
0,34,34,3446379,5387104,1,940,piceabie,40,0.0357,23,0,12.0500,10.2341,0.2136,0.3647,4.5256,0.0000,0.0613,0.8329,0.7421,10.7165
0,34,34,3446379,5387104,1,940,piceabie,30,0.0171,3,0,9.2120,8.2802,0.1242,0.1681,4.5256,0.0000,0.0613,0.8329,0.7421,10.7165
0,34,34,3446379,5387104,1,940,fagusilv,50,0.2017,11,0,20.8505,15.2321,0.8330,0.9862,4.5256,0.0000,0.0613,0.8921,0.5953,10.7165
0,34,34,3446379,5387104,1,940,fagusilv,20,0.0286,7,0,9.5912,8.4061,0.1488,0.4463,4.5256,0.0000,0.0613,0.8921,0.5953,10.7165
0,34,34,3446379,5387104,1,940,fagusilv,10,0.0196,10,0,8.2489,7.4943,0.1350,0.4049,4.5256,0.0000,0.0613,0.8921,0.5953,10.7165
0,34,34,3446379,5387104,1,940,fagusilv,0,0.0148,14,0,7.3821,6.8934,0.1128,0.0000,4.5256,0.0000,0.0613,0.0000,0.0000,10.7165
0,34,34,3446379,5387104,1,940,querpetr,50,0.1603,3,0,19.0171,12.5877,0.5508,0.6868,4.5256,0.0000,0.0613,0.8909,0.5605,10.7165
0,34,34,3446379,5387104,1,940,querpetr,40,0.0489,3,0,11.8563,9.1825,0.2790,0.3580,4.5256,0.0000,0.0613,0.8909,0.5605,10.7165
0,35,35,3446404,5387104,1,940,piceabie,40,0.0224,7,0,10.1574,8.9398,0.1406,0.1942,4.0783,0.0000,0.0613,0.8329,0.7421,2.1535
0,35,35,3446404,5387104,1,940,fagusilv,330,17.3992,1,0,153.2178,42.3717,0.6107,0.9407,4.0783,0.0000,0.0613,0.8921,0.5953,2.1535
0,35,35,3446404,5387104,1,940,fagusilv,40,0.1087,13,0,16.2847,12.6327,0.1947,0.5390,4.0783,0.0000,0.0613,0.8921,0.5953,2.1535
0,36,36,3446429,5387104,1,940,piceabie,20,0.0286,24,0,11.1091,9.5950,0.4735,0.7014,3.4954,0.0000,0.0613,0.8329,0.7421,17.2884
0,36,36,3446429,5387104,1,940,piceabie,10,0.0177,32,0,9.3181,8.3547,0.2901,0.4900,3.4954,0.0000,0.0613,0.8329,0.7421,17.2884
0,36,36,3446429,5387104,1,940,piceabie,0,0.0124,8,0,8.2178,7.5770,0.1856,0.0000,3.4954,0.0000,0.0613,0.0000,0.0000,17.2884
0,36,36,3446429,5387104,1,940,fagusilv,20,0.0481,12,0,11.7814,9.8466,0.9273,0.9945,3.4954,0.0000,0.0613,0.8921,0.5953,17.2884
0,36,36,3446429,5387104,1,940,fagusilv,10,0.0288,20,0,9.6079,8.4173,0.6588,0.9573,3.4954,0.0000,0.0613,0.8921,0.5953,17.2884
0,36,36,3446429,5387104,1,940,fagusilv,0,0.0169,8,0,7.7763,7.1678,0.2080,0.0000,3.4954,0.0000,0.0613,0.0000,0.0000,17.2884
0,36,36,3446429,5387104,1,940,pinusilv,10,0.0134,5,0,8.4468,7.6301,0.1956,0.1266,3.4954,0.0000,0.0613,0.9242,0.6519,17.2884
0,36,36,3446429,5387104,1,940,querpetr,20,0.0390,6,0,10.8432,8.6305,0.7698,0.8631,3.4954,0.0000,0.0613,0.8909,0.5605,17.2884
0,36,36,3446429,5387104,1,940,querpetr,10,0.0229,3,0,8.7717,7.4413,0.3455,0.4540,3.4954,0.0000,0.0613,0.8909,0.5605,17.2884
0,37,37,3446454,5387104,1,940,fagusilv,80,0.7660,20,0,35.9427,22.4282,0.4324,0.8619,6.6880,0.0000,0.0714,0.8729,0.5953,5.1726
0,37,37,3446454,5387104,1,940,fagusilv,70,0.3329,7,0,25.5214,17.6755,0.0669,0.1848,6.6880,0.0000,0.0714,0.8729,0.5953,5.1726
0,37,37,3446454,5387104,1,940,fagusilv,60,0.1239,4,2,17.1557,13.1456,0.0457,0.0919,6.6880,0.0000,0.0714,0.8729,0.5953,5.1726
0,37,37,3446454,5387104,1,940,fagusilv,50,0.0525,8,8,12.1978,10.1140,0.0393,0.0617,6.6880,0.0000,0.0714,0.8729,0.5953,5.1726
0,38,38,3446479,5387104,1,940,abiealba,30,0.0489,2,0,13.5622,11.2750,0.1658,0.4799,5.1414,0.0000,0.0653,0.8756,0.6372,6.8883
0,38,38,3446479,5387104,1,940,piceabie,40,0.0307,13,0,11.3930,9.7887,0.1242,0.2171,5.1414,0.0000,0.0653,0.8206,0.7421,6.8883
0,38,38,3446479,5387104,1,940,piceabie,30,0.0194,10,2,9.6386,8.5789,0.0996,0.0977,5.1414,0.0000,0.0653,0.8206,0.7421,6.8883
0,38,38,3446479,5387104,1,940,piceabie,20,0.0132,1,12,8.3846,7.6956,0.0771,0.0326,5.1414,0.0000,0.0653,0.8206,0.7421,6.8883
0,38,38,3446479,5387104,1,940,fagusilv,200,15.0778,1,0,141.9947,41.7711,0.6484,0.9523,5.1414,0.0000,0.0653,0.8845,0.5953,6.8883
0,38,38,3446479,5387104,1,940,fagusilv,40,0.1101,14,0,16.3693,12.6829,0.2306,0.6145,5.1414,0.0000,0.0653,0.8845,0.5953,6.8883
0,38,38,3446479,5387104,1,940,fagusilv,20,0.0309,12,0,9.8874,8.6043,0.1514,0.3451,5.1414,0.0000,0.0653,0.8845,0.5953,6.8883
0,38,38,3446479,5387104,1,940,fagusilv,10,0.0168,16,0,7.7622,7.1581,0.0856,0.2339,5.1414,0.0000,0.0653,0.8845,0.5953,6.8883
0,39,39,3446504,5387104,1,940,fagusilv,330,17.3984,1,0,153.2139,42.3715,0.6107,0.9407,2.9883,0.0000,0.0613,0.8921,0.5953,2.7619
1,0,40,3445529,5387129,1,887,abiealba,10,0.0195,1,0,9.6516,8.6045,0.1557,0.4521,4.9119,0.0000,0.0640,0.8783,0.6609,7.4962
1,0,40,3445529,5387129,1,887,piceabie,20,0.0183,29,0,9.4373,8.4382,0.1340,0.1841,4.9119,0.0000,0.0640,0.8245,0.7590,7.4962
1,0,40,3445529,5387129,1,887,piceabie,10,0.0129,6,2,8.3360,7.6611,0.0900,0.0937,4.9119,0.0000,0.0640,0.8245,0.7590,7.4962
1,0,40,3445529,5387129,1,887,fagusilv,170,13.9509,1,0,136.3275,41.4176,0.6674,0.9575,4.9119,0.0000,0.0640,0.8869,0.6217,7.4962
1,0,40,3445529,5387129,1,887,fagusilv,20,0.0457,26,0,11.5451,9.6940,0.2508,0.6506,4.9119,0.0000,0.0640,0.8869,0.6217,7.4962
1,0,40,3445529,5387129,1,887,fagusilv,10,0.0258,12,0,9.1995,8.1424,0.1731,0.4944,4.9119,0.0000,0.0640,0.8869,0.6217,7.4962
1,0,40,3445529,5387129,1,887,fagusilv,0,0.0135,11,0,7.1138,6.7055,0.0979,0.0000,4.9119,0.0000,0.0640,0.0000,0.0000,7.4962
1,1,41,3445554,5387129,1,889,fagusilv,90,1.2152,2,0,43.6613,25.4070,0.2137,0.5785,3.5598,0.0000,0.0622,0.8902,0.6207,4.1072
1,1,41,3445554,5387129,1,889,querpetr,330,16.5294,1,0,149.0778,24.8481,0.6246,0.7427,3.5598,0.0000,0.0622,0.8891,0.5880,4.1072
1,2,42,3445579,5387129,1,892,piceabie,10,0.0169,17,0,9.1596,8.2434,0.1660,0.2723,4.3003,0.0000,0.0503,0.8652,0.7574,9.7051
1,2,42,3445579,5387129,1,892,piceabie,0,0.0118,17,0,8.0677,7.4699,0.1327,0.0000,4.3003,0.0000,0.0503,0.0000,0.0000,9.7051
