decade, abiealba, piceabie, fagusilv, pinusilv, querpetr, elevation, area
7, 1.24847, 8.22262, 117.507, 0, 186.949, 843, 0.4375
7, 0, 18.73, 157.403, 0, 119.864, 844, 0.375
7, 0.174674, 0.833434, 99.7064, 6.03757, 194.475, 845, 0.5
7, 0, 8.00814, 102.646, 64.6483, 132.184, 846, 0.3125
7, 0.0414178, 9.70588, 89.5205, 6.08158, 181.969, 847, 0.4375
7, 6.37421, 17.899, 163.743, 0, 101.769, 848, 0.4375
7, 2.9411, 1.79796, 42.5873, 0.225227, 239.946, 849, 0.375
7, 4.2671, 0.137477, 137.888, 0, 156.903, 850, 0.6875
7, 7.33827, 10.5809, 99.5841, 15.2572, 149.735, 851, 0.3125
7, 7.13367, 0, 183.214, 0, 106.214, 852, 0.4375
7, 1.74068, 2.65248, 123.805, 5.8828, 163.713, 853, 0.75
7, 0.050721, 22.2884, 156.232, 0, 111.061, 854, 0.375
7, 1.12506, 12.6147, 100.95, 8.2204, 137.279, 855, 0.9375
7, 3.33171, 7.43912, 139.004, 0, 107.816, 856, 0.375
7, 0.548956, 1.52198, 162.104, 0, 140.202, 857, 0.625
7, 2.49087, 5.88995, 96.9109, 17.7925, 168.361, 858, 1
7, 3.63111, 2.29497, 178.94, 0, 104.339, 859, 0.5
7, 1.47371, 0.811333, 158.872, 0, 145.217, 860, 0.8125
7, 1.19594, 1.4242, 92.1941, 1.58753, 196.586, 861, 1
7, 0.609248, 5.86815, 117.25, 0, 169.54, 862, 0.75
7, 0.917368, 5.77598, 119.461, 18.0257, 150.473, 863, 1.0625
7, 0, 15.1826, 134.411, 14.4966, 133.705, 864, 0.6875
7, 2.77747, 1.13283, 105.228, 36.1243, 146.469, 865, 0.5625
7, 2.35054, 7.23829, 159.605, 0, 118.897, 866, 1.125
7, 4.22916, 14.2981, 121.078, 0, 151.024, 867, 0.8125
7, 2.01228, 0, 79.43, 26.8212, 207.74, 868, 0.75
7, 2.22162, 4.35384, 152.348, 0.65099, 124.101, 869, 1
7, 3.83101, 10.2393, 147.507, 25.4726, 74.1388, 870, 0.8125
7, 0.659287, 9.16431, 143.18, 3.01862, 132.988, 871, 0.9375
7, 3.67775, 7.35323, 106.65, 9.64091, 128.646, 872, 0.9375
7, 0.605235, 23.4008, 95.322, 15.5114, 119.689, 873, 0.8125
7, 4.26824, 4.97256, 134.989, 3.16474, 110.921, 874, 1.125
7, 1.07056, 19.6568, 90.7559, 3.75693, 142.364, 875, 0.625
7, 5.7475, 11.332, 113.218, 2.68876, 126.428, 876, 0.9375
7, 1.51915, 6.55161, 117.413, 3.75749, 136.879, 877, 1.1875
7, 0.577814, 9.30388, 131.83, 1.26379, 122.455, 878, 0.625
7, 2.31004, 11.6485, 120.169, 3.37403, 123.052, 879, 1
7, 3.5802, 6.92478, 158.758, 4.92957, 98.6117, 880, 1.1875
7, 1.78396, 5.47188, 136.977, 8.18661, 119.908, 881, 0.8125
7, 4.40416, 5.30091, 115.132, 3.10602, 129.339, 882, 0.8125
7, 1.67407, 16.9314, 122.715, 7.21581, 99.0086, 883, 1.125
7, 2.81555, 31.1487, 110.101, 5.46009, 100.408, 884, 1
7, 1.22481, 10.7929, 136.49, 0, 126.959, 885, 0.9375
7, 0.416567, 8.31263, 152.905, 7.62402, 92.9425, 886, 1.0625
7, 3.60451, 13.3104, 133.195, 7.36885, 104.768, 887, 1.125
7, 3.02651, 4.85525, 105.486, 16.0374, 136.678, 888, 1.1875
7, 2.8695, 13.9043, 122.056, 1.0733, 121.793, 889, 0.625
7, 0.247489, 6.1376, 142.003, 1.54114, 121.753, 890, 1.125
7, 6.68944, 18.7378, 113.697, 27.2974, 92.5581, 891, 1.125
7, 0.100377, 18.7371, 140.99, 13.6522, 85.8529, 892, 0.75
7, 2.77673, 8.05407, 126.8, 8.89473, 104.008, 893, 0.875
7, 3.66272, 4.61049, 146.086, 0, 121.06, 894, 1.25
7, 1.02085, 6.63001, 134.407, 13.331, 123.721, 895, 0.9375
7, 0.223328, 3.43291, 150.34, 16.8755, 92.8345, 896, 0.75
7, 3.24387, 5.54224, 114.853, 6.58356, 126.749, 897, 1.125
7, 3.64761, 0.302081, 126.946, 18.6441, 137.307, 898, 0.9375
7, 0.623906, 14.0775, 114.058, 7.2029, 128.931, 899, 0.875
7, 0.689883, 11.0074, 78.9894, 11.1116, 175.055, 900, 0.75
7, 0.582757, 4.51767, 125.207, 8.13289, 129.751, 901, 1.125
7, 1.36507, 27.232, 117.428, 17.3269, 102.283, 902, 0.9375
7, 2.51493, 10.0853, 111.725, 16.5468, 114.983, 903, 0.9375
7, 1.8165, 19.4474, 116.565, 1.12623, 126.424, 904, 0.6875
7, 0.941084, 12.1274, 84.453, 3.67305, 167.912, 905, 1.0625
7, 5.23581, 8.15467, 125.217, 0, 132.432, 906, 0.875
7, 1.25277, 11.9824, 153.521, 4.11305, 93.1454, 907, 0.9375
7, 2.68572, 0.572851, 125.668, 0.137225, 153.113, 908, 0.75
7, 1.40078, 9.17287, 100.962, 25.9378, 125.593, 909, 0.8125
7, 0.23345, 18.9035, 120.832, 7.81189, 105.725, 910, 1
7, 3.1142, 25.469, 104.512, 39.2183, 78.7304, 911, 0.9375
7, 0, 16.4355, 109.217, 20.4324, 135.582, 912, 0.75
7, 0.0606022, 30.2408, 99.8423, 12.5621, 83.6157, 913, 0.75
7, 1.34543, 18.9453, 117.82, 25.0689, 99.0414, 914, 0.9375
7, 2.81925, 6.55506, 120.89, 29.3524, 94.2568, 915, 0.8125
7, 4.93205, 24.0368, 117.802, 7.64513, 68.6633, 916, 0.8125
7, 1.20128, 21.728, 114.238, 3.99447, 89.503, 917, 0.75
7, 1.10612, 8.43619, 121.771, 13.2059, 68.7928, 918, 0.8125
7, 0.744468, 51.9928, 74.422, 51.9805, 60.5194, 919, 0.875
7, 6.31889, 9.38749, 116.653, 5.26214, 89.5771, 920, 0.875
7, 3.65351, 19.8153, 103.644, 27.8751, 66.2843, 921, 0.6875
7, 3.17334, 21.9861, 95.5427, 24.7581, 80.7761, 922, 0.8125
7, 1.85891, 22.6056, 107.233, 14.049, 94.203, 923, 0.875
7, 3.4495, 20.0335, 107.472, 2.53991, 90.4604, 924, 1.0625
7, 0.130187, 29.3123, 101.503, 33.0312, 62.4638, 925, 1.0625
7, 1.91165, 20.954, 101.821, 27.5148, 80.153, 926, 1.25
7, 1.54881, 13.853, 110.523, 30.8476, 82.5103, 927, 1.5
7, 3.43402, 25.6799, 102.161, 25.725, 68.4634, 928, 1.625
7, 2.10821, 17.5569, 100.836, 23.593, 85.088, 929, 1.625
7, 1.81997, 11.3981, 106.623, 18.2289, 94.9206, 930, 1.5625
7, 1.24607, 25.7635, 113.384, 17.455, 73.1445, 931, 1.75
7, 1.8242, 16.5473, 114.829, 18.2324, 88.2193, 932, 1.625
7, 1.30489, 11.8092, 118.97, 23.4532, 77.5619, 933, 1.625
7, 0.873233, 11.8547, 122.348, 6.39063, 98.5302, 934, 1.5625
7, 1.32645, 29.9789, 98.6156, 31.4762, 64.2849, 935, 1.625
7, 0.623194, 14.1549, 138.99, 16.0831, 48.6689, 936, 1.3125
7, 0.1603, 22.2448, 110.829, 17.8013, 72.7661, 937, 1.6875
7, 0.588614, 26.1814, 94.676, 18.0667, 93.1833, 938, 1.5
7, 1.76746, 31.4157, 109.005, 6.66567, 73.1345, 939, 1.5
7, 3.22873, 40.1871, 97.937, 11.1647, 72.5332, 940, 1.375
7, 1.17369, 16.3489, 116.643, 11.6214, 80.174, 941, 0.875
7, 2.05816, 26.5814, 98.2612, 2.48602, 101.017, 942, 0.375
8, 0, 0, 43.1048, 0, 299.909, 811, 0.0625
8, 0, 0, 0, 0, 336.472, 813, 0.0625
8, 0, 0, 0, 0, 324.351, 814, 0.0625
8, 0, 0, 203.145, 0, 124.279, 815, 0.0625
8, 0, 0, 0, 0, 320.506, 816, 0.125
8, 0, 0, 0, 0, 318.849, 817, 0.0625
8, 0, 0, 0, 0, 336.622, 818, 0.125
8, 0.260512, 0, 298.856, 0, 24.5136, 819, 0.125
8, 0, 0, 51.7143, 0, 253.898, 820, 0.125
8, 0, 0, 125.453, 0, 192.053, 821, 0.1875
8, 0, 0, 121.052, 0, 135.179, 822, 0.125
8, 0, 0, 225.901, 0, 104.066, 823, 0.25
8, 0, 0, 31.5812, 0, 282.092, 824, 0.125
8, 0, 0, 152.439, 0, 173.998, 825, 0.1875
8, 0, 0, 195.356, 0, 114.25, 826, 0.25
8, 0, 0, 40.2319, 104.505, 183.566, 827, 0.1875
8, 3.92454, 21.3133, 161.046, 0, 134.543, 828, 0.3125
8, 0, 0, 0, 0, 317.87, 829, 0.1875
8, 2.77624, 0, 53.9599, 0, 249.486, 830, 0.3125
8, 0, 0, 117.766, 0, 205.729, 831, 0.1875
8, 0, 0, 146.069, 0, 175.865, 832, 0.3125
8, 0, 43.7883, 134.423, 0, 138.917, 833, 0.375
8, 0, 0, 96.865, 0, 222.911, 834, 0.25
8, 0, 0, 103.232, 0, 203.403, 835, 0.4375
8, 1.54041, 0.501627, 156.577, 0, 135.813, 836, 0.25
8, 0, 0, 73.1831, 0, 252.153, 837, 0.25
8, 0, 1.08422, 160.331, 0, 151.701, 838, 0.4375
8, 0, 0, 159.094, 0, 155.987, 839, 0.25
8, 2.83586, 29.1848, 88.3156, 0, 194.471, 840, 0.5625
8, 0, 0, 97.1107, 13.9186, 180.933, 841, 0.25
8, 0, 0, 169.606, 0, 149.096, 842, 0.375
8, 0.44411, 2.73711, 70.1, 0, 243.147, 843, 0.4375
8, 0, 21.0002, 145.145, 0, 151.025, 844, 0.375
8, 0, 0.808923, 76.7164, 1.45193, 222.862, 845, 0.5
8, 0, 0, 82.1901, 60.8472, 161.257, 846, 0.3125
8, 0, 5.25799, 60.0957, 0, 238.217, 847, 0.4375
8, 5.32006, 10.8755, 162.058, 0, 137.464, 848, 0.4375
8, 0, 0, 4.76799, 0, 310.101, 849, 0.375
8, 2.1208, 0, 106.06, 0, 211.044, 850, 0.6875
8, 11.2329, 6.55467, 86.3219, 1.11163, 184.399, 851, 0.3125
8, 0, 0, 180.815, 0, 145.679, 852, 0.4375
8, 0, 1.55474, 97.4935, 1.33049, 216.844, 853, 0.75
8, 0, 22.5205, 150.695, 0, 139.387, 854, 0.375
8, 0.257603, 5.36593, 119.065, 5.15575, 175.825, 855, 0.9375
8, 1.42521, 0.45367, 163.543, 0, 155.788, 856, 0.375
8, 0, 0, 122.467, 0, 193.78, 857, 0.625
8, 0.90716, 5.60634, 94.7702, 10.2277, 201.632, 858, 1
8, 1.46761, 0, 173.422, 0, 143.864, 859, 0.5
8, 0, 0, 148.058, 0, 167.035, 860, 0.8125
8, 0, 0.106861, 87.1069, 0.191695, 226.324, 861, 1
8, 0, 3.63431, 97.2471, 0, 218.321, 862, 0.75
8, 0, 1.41162, 102.301, 18.043, 193.697, 863, 1.0625
8, 0, 15.272, 111.71, 16.1188, 175.795, 864, 0.6875
8, 2.36661, 0.489231, 87.0709, 36.4693, 192.567, 865, 0.5625
8, 2.83831, 2.59731, 152.131, 0, 153.207, 866, 1.125
8, 2.59652, 13.6241, 92.7982, 0, 206.378, 867, 0.8125
8, 0, 0, 47.2581, 25.9341, 240.297, 868, 0.75
8, 0.11947, 1.03776, 149.416, 0, 162.741, 869, 1
8, 3.97699, 4.76382, 167.194, 22.8468, 101.276, 870, 0.8125
8, 0.418305, 6.96107, 131.08, 0.671878, 169.671, 871, 0.9375
8, 3.38703, 1.95749, 104.441, 2.41101, 186.866, 872, 0.9375
8, 0.556216, 20.0791, 111.942, 13.7778, 156.066, 873, 0.8125
8, 3.50429, 1.71398, 147.227, 0, 161.879, 874, 1.125
8, 0, 20.3765, 86.0677, 0.158637, 206.109, 875, 0.625
8, 5.63052, 7.82163, 110.195, 0, 177.184, 876, 0.9375
8, 0.112527, 1.80325, 128.944, 0.125202, 182.363, 877, 1.1875
8, 0, 8.78002, 129.708, 0, 174.147, 878, 0.625
8, 1.16007, 9.87081, 120.609, 0, 177.034, 879, 1
8, 3.58458, 4.31711, 170.647, 0.642839, 131.842, 880, 1.1875
8, 2.35891, 2.68069, 125.608, 7.79153, 173.148, 881, 0.8125
8, 4.42056, 1.50666, 117.253, 0.133299, 181.014, 882, 0.8125
8, 1.90197, 15.889, 133.909, 0.598217, 148.045, 883, 1.125
8, 2.84951, 29.3434, 112.025, 5.73055, 140.248, 884, 1
8, 0.0187028, 12.6974, 130.848, 0, 167.198, 885, 0.9375
8, 0.0431409, 6.26104, 160.931, 1.05569, 122.742, 886, 1.0625
8, 2.49444, 11.6456, 147.668, 2.46923, 136.772, 887, 1.125
8, 1.04237, 4.04284, 108.143, 4.59081, 177.557, 888, 1.1875
8, 3.05321, 3.86681, 118.796, 0, 178.169, 889, 0.625
8, 0.0133919, 4.22684, 143.269, 0, 162.52, 890, 1.125
8, 7.34549, 18.1959, 123.795, 28.1492, 132.108, 891, 1.125
8, 0, 19.9647, 147.574, 14.9872, 120.6, 892, 0.75
8, 0.775762, 6.04113, 140.271, 1.61147, 147.414, 893, 0.875
8, 3.07042, 1.03419, 138.588, 0, 168.725, 894, 1.25
8, 0, 0.97025, 132.564, 13.9449, 168.784, 895, 0.9375
8, 0.13936, 0, 170.45, 17.5515, 130.471, 896, 0.75
8, 3.81397, 2.45059, 122.517, 0.0992015, 179.048, 897, 1.125
8, 0, 0, 105.884, 20.6281, 195.886, 898, 0.9375
8, 0.297754, 10.294, 107.855, 1.65513, 173.872, 899, 0.875
8, 0, 10.6634, 57.5981, 13.0887, 229.92, 900, 0.75
8, 0.496583, 0.627172, 124.786, 5.41313, 172.399, 901, 1.125
8, 1.87232, 24.1257, 120.745, 10.407, 143.548, 902, 0.9375
8, 2.51632, 5.84575, 109.385, 10.3817, 160.706, 903, 0.9375
8, 0.0239664, 10.4803, 114.443, 0, 185.326, 904, 0.6875
8, 0.0988602, 11.7713, 78.6951, 2.48521, 214.628, 905, 1.0625
8, 3.67578, 8.17623, 134.072, 0, 164.737, 906, 0.875
8, 1.33574, 8.63043, 162.66, 1.16665, 129.823, 907, 0.9375
8, 2.6955, 0.241361, 112.619, 0, 200.638, 908, 0.75
8, 0.0153156, 3.33651, 92.3834, 26.1313, 184.399, 909, 0.8125
8, 0.228937, 17.7502, 129.687, 5.66348, 144.24, 910, 1
8, 1.1579, 18.6481, 120.01, 41.1422, 114.005, 911, 0.9375
8, 0, 13.8616, 87.491, 23.8412, 186.608, 912, 0.75
8, 0.0867737, 29.3869, 118.752, 11.4644, 122.797, 913, 0.75
8, 0.638668, 17.8558, 121.157, 19.9659, 139.693, 914, 0.9375
8, 3.96518, 2.23566, 126.74, 24.1915, 131.597, 915, 0.8125
8, 5.66545, 17.4281, 153.14, 1.95551, 101.503, 916, 0.8125
8, 1.16618, 15.4388, 134.052, 0, 128.567, 917, 0.75
8, 1.31418, 5.39495, 158.344, 3.8839, 98.6637, 918, 0.8125
8, 0.564909, 52.2505, 86.8958, 51.3377, 87.2711, 919, 0.875
8, 7.87647, 5.94758, 134.046, 0.333892, 120.815, 920, 0.875
8, 3.88956, 19.6948, 129.383, 17.0143, 100.351, 921, 0.6875
8, 3.96264, 20.8967, 115.183, 10.3396, 116.794, 922, 0.8125
8, 1.08319, 23.0163, 112.697, 13.0341, 133.062, 923, 0.875
8, 2.79241, 19.7392, 118.194, 0, 129.877, 924, 1.0625
8, 0.145983, 30.0074, 123.572, 25.2165, 95.0501, 925, 1.0625
8, 1.98257, 15.9921, 120.775, 24.288, 118.925, 926, 1.25
8, 1.74029, 9.81093, 130.509, 26.8415, 111.999, 927, 1.5
8, 3.9393, 24.7578, 126.704, 18.3708, 100.293, 928, 1.625
8, 2.21658, 15.8153, 118.157, 14.9012, 123.365, 929, 1.625
8, 1.60047, 8.83048, 125.525, 11.4815, 138.642, 930, 1.5625
8, 1.4405, 26.2869, 131.992, 16.1932, 103.078, 931, 1.75
8, 2.1058, 14.0201, 128.631, 10.7825, 123.154, 932, 1.625
8, 1.13586, 7.07459, 140.878, 21.103, 111.722, 933, 1.625
8, 0.630798, 4.11142, 142.965, 3.54265, 135.568, 934, 1.5625
8, 1.74027, 23.1066, 117.765, 29.7054, 96.1793, 935, 1.625
8, 0.0799123, 7.11438, 181.184, 4.69092, 73.0636, 936, 1.3125
8, 0.14783, 15.8542, 139.387, 15.6075, 105.349, 937, 1.6875
8, 0.735691, 25.015, 106.973, 13.1249, 132.149, 938, 1.5
8, 1.46445, 25.518, 134.87, 4.77802, 107, 939, 1.5
8, 2.81129, 40.8657, 114.623, 3.82924, 104.024, 940, 1.375
8, 1.31894, 10.3357, 149.567, 4.60582, 109.171, 941, 0.875
8, 1.36476, 27.8718, 106.156, 0, 144.654, 942, 0.375
9, 0, 0, 0, 0, 346.753, 811, 0.0625
9, 0, 0, 0, 0, 346.297, 813, 0.0625
9, 0, 0, 0, 0, 360.61, 814, 0.0625
9, 0, 0, 169.27, 0, 200.393, 815, 0.0625
9, 0, 0, 0, 0, 312.681, 816, 0.125
9, 0, 0, 0, 0, 333.188, 817, 0.0625
9, 0, 0, 0, 0, 309.24, 818, 0.125
9, 0, 0, 306.096, 0, 39.4369, 819, 0.125
9, 0, 0, 0, 0, 350.109, 820, 0.125
9, 0, 0, 90.2891, 0, 198.541, 821, 0.1875
9, 0, 0, 150.005, 0, 107.723, 822, 0.125
9, 0, 0, 182.782, 0, 100.285, 823, 0.25
9, 0, 0, 0, 0, 300.908, 824, 0.125
9, 0, 0, 157.359, 0, 176.782, 825, 0.1875
9, 0.0953817, 0, 227.424, 0, 81.5522, 826, 0.25
9, 0, 0, 0, 99.1701, 205.166, 827, 0.1875
9, 0, 20.1445, 134.02, 0, 177.38, 828, 0.3125
9, 0, 0, 0, 0, 286.482, 829, 0.1875
9, 0, 0, 20.0549, 0, 300.503, 830, 0.3125
9, 0, 0, 57.7067, 0, 280.926, 831, 0.1875
9, 0, 0, 144.178, 0, 210.058, 832, 0.3125
9, 0, 44.7842, 106.607, 0, 158.009, 833, 0.375
9, 0.187081, 0, 81.7951, 0, 227.703, 834, 0.25
9, 0, 0, 85.893, 0, 238.059, 835, 0.4375
9, 0, 0, 162.216, 0, 139.32, 836, 0.25
9, 0, 0, 15.1897, 0, 329.016, 837, 0.25
9, 0, 0, 177.326, 0, 146.111, 838, 0.4375
9, 0, 0, 122.778, 0, 168.477, 839, 0.25
9, 0, 31.3496, 69.6662, 0, 218.258, 840, 0.5625
9, 0, 0, 127.14, 0.637457, 198.832, 841, 0.25
9, 0, 0, 139.056, 0, 197.258, 842, 0.375
9, 0, 0, 68.9051, 0, 233.601, 843, 0.4375
9, 0, 10.8939, 135.486, 0, 177.078, 844, 0.375
9, 0, 0.9294, 78.9207, 0, 224.126, 845, 0.5
9, 0, 0, 51.7054, 64.3595, 209.717, 846, 0.3125
9, 0, 0, 50.9361, 0, 276.877, 847, 0.4375
9, 7.994, 6.81328, 167.509, 0, 128.941, 848, 0.4375
9, 0, 0, 0, 0, 309.851, 849, 0.375
9, 0, 0, 95.9979, 0, 224.322, 850, 0.6875
9, 16.8183, 3.72661, 105.826, 0, 188.934, 851, 0.3125
9, 0, 0, 133.955, 0, 162.444, 852, 0.4375
9, 0, 1.61739, 85.6077, 0, 223.9, 853, 0.75
9, 0, 18.4634, 152.537, 0, 159.883, 854, 0.375
9, 0, 0.189451, 134.599, 4.95778, 196.868, 855, 0.9375
9, 0, 0, 149.698, 0, 186.823, 856, 0.375
9, 0, 0, 112.172, 0, 218.703, 857, 0.625
9, 0.0135966, 5.70262, 87.4489, 2.8418, 216.859, 858, 1
9, 0, 0, 147.474, 0, 182.252, 859, 0.5
9, 0.0277804, 0, 130.299, 0, 196.067, 860, 0.8125
9, 0, 0, 78.9271, 0, 235.98, 861, 1
9, 0, 0, 66.5764, 0, 245.031, 862, 0.75
9, 0, 0, 84.2631, 18.9515, 215.579, 863, 1.0625
9, 0, 12.7117, 85.0718, 14.0767, 210.554, 864, 0.6875
9, 0, 0, 64.9384, 33.6762, 226.001, 865, 0.5625
9, 0, 0, 142.316, 0, 186.968, 866, 1.125
9, 0.782945, 16.0519, 72.4172, 0, 234.978, 867, 0.8125
9, 0, 0, 45.7047, 26.0419, 234.644, 868, 0.75
9, 0, 0, 135.197, 0, 174.815, 869, 1
9, 0, 2.31704, 176.871, 19.9739, 118.551, 870, 0.8125
9, 0, 2.52391, 115.598, 0, 214.793, 871, 0.9375
9, 0.463555, 0.322476, 96.6178, 0.161761, 211.033, 872, 0.9375
9, 0, 14.9981, 114.549, 7.5258, 166.121, 873, 0.8125
9, 0, 0.106991, 112.213, 0, 212.75, 874, 1.125
9, 0, 22.261, 60.8046, 0, 242.621, 875, 0.625
9, 3.28185, 1.42021, 90.4982, 0, 213.557, 876, 0.9375
9, 0, 0, 117.282, 0, 201.127, 877, 1.1875
9, 0, 3.72948, 124.532, 0, 190.327, 878, 0.625
9, 0.513779, 7.45112, 107.833, 0, 203.304, 879, 1
9, 0.880755, 0.433799, 158.899, 0, 153.402, 880, 1.1875
9, 0, 1.0784, 89.6705, 1.15967, 221.88, 881, 0.8125
9, 5.71653, 0, 117.159, 0, 194.964, 882, 0.8125
9, 1.27799, 15.9587, 108.121, 0, 188.442, 883, 1.125
9, 2.15552, 31.2742, 106.054, 0.267295, 175.869, 884, 1
9, 0, 14.6316, 102.065, 0, 210.086, 885, 0.9375
9, 0, 5.93348, 154.382, 0, 153.5, 886, 1.0625
9, 0, 10.154, 131.496, 0.133547, 173.74, 887, 1.125
9, 1.10648, 1.19712, 95.9856, 0.98535, 213.887, 888, 1.1875
9, 0, 0, 115.757, 0, 208.846, 889, 0.625
9, 0, 1.06301, 111.712, 0, 202.353, 890, 1.125
9, 4.26124, 17.0496, 107.047, 24.003, 168.856, 891, 1.125
9, 0, 14.4195, 153.124, 9.88828, 132.557, 892, 0.75
9, 0.0511062, 2.11348, 146.852, 0.161897, 157.989, 893, 0.875
9, 0, 0, 110.096, 0, 211.667, 894, 1.25
9, 0, 0, 108.48, 13.7593, 198.175, 895, 0.9375
9, 0, 0, 157.244, 12.4212, 151.38, 896, 0.75
9, 3.31943, 0.240701, 91.2407, 0, 227.453, 897, 1.125
9, 0, 0, 59.557, 21.417, 240.039, 898, 0.9375
9, 0, 5.27878, 107.388, 0, 197.919, 899, 0.875
9, 0, 12.0768, 40.1492, 13.7638, 255.863, 900, 0.75
9, 0, 0, 104.434, 0.587013, 208.373, 901, 1.125
9, 0.609276, 22.8667, 101.237, 1.90795, 181.972, 902, 0.9375
9, 1.34984, 0.930196, 99.9935, 8.21982, 201.582, 903, 0.9375
9, 0, 1.19857, 83.7274, 0, 229.143, 904, 0.6875
9, 0.0583509, 3.30448, 64.4274, 1.48133, 236.869, 905, 1.0625
9, 0, 6.50694, 110.106, 0, 196.44, 906, 0.875
9, 0, 8.74558, 136.162, 0, 166.102, 907, 0.9375
9, 0, 0, 82.5622, 0, 247.163, 908, 0.75
9, 0.0190362, 0.89607, 77.579, 17.0306, 203.32, 909, 0.8125
9, 0, 17.6518, 115.722, 6.19104, 173.825, 910, 1
9, 0, 9.597, 129.15, 42.5261, 138.166, 911, 0.9375
9, 0, 11.7839, 60.1901, 26.7036, 218.612, 912, 0.75
9, 0, 24.8915, 126.597, 5.69364, 155.021, 913, 0.75
9, 0, 17.8838, 113.814, 14.9774, 158.708, 914, 0.9375
9, 4.71175, 1.11807, 126.847, 23.7437, 165.673, 915, 0.8125
9, 6.10696, 13.9777, 158.607, 0, 128.214, 916, 0.8125
9, 0.5734, 9.71695, 131.472, 0, 175.202, 917, 0.75
9, 1.57556, 0.0986004, 173.412, 0, 138.851, 918, 0.8125
9, 0.179015, 44.8924, 94.9636, 53.4364, 118.705, 919, 0.875
9, 7.09724, 3.42811, 147.314, 0, 146.521, 920, 0.875
9, 1.24244, 18.4525, 137.765, 17.2533, 138.852, 921, 0.6875
9, 3.74084, 20.8408, 117.402, 0.179682, 154.078, 922, 0.8125
9, 0.736877, 15.5775, 99.8099, 13.7964, 173.037, 923, 0.875
9, 2.5901, 18.9053, 119.543, 0, 179.308, 924, 1.0625
9, 0, 29.7596, 133.859, 25.2527, 119.194, 925, 1.0625
9, 0.608179, 13.6341, 124.95, 17.4858, 148.424, 926, 1.25
9, 0.928963, 7.74985, 137.118, 19.6569, 138.231, 927, 1.5
9, 1.65613, 23.3782, 131.567, 13.1541, 127.782, 928, 1.625
9, 0.20271, 9.50805, 123.198, 9.2887, 155.878, 929, 1.625
9, 0.556796, 4.82992, 125.761, 8.88811, 177.865, 930, 1.5625
9, 0.384177, 28.7399, 124.033, 15.9145, 134.514, 931, 1.75
9, 0.837915, 10.84, 130.138, 3.50043, 154.82, 932, 1.625
9, 0.465911, 2.35066, 154.391, 14.2964, 135.372, 933, 1.625
9, 0.481187, 3.34657, 140.423, 0.515254, 170.344, 934, 1.5625
9, 1.82745, 19.2596, 131.524, 21.4519, 124.403, 935, 1.625
9, 0.0831504, 5.48814, 209.104, 0.107315, 96.9936, 936, 1.3125
9, 0, 9.48033, 144.947, 11.253, 138.011, 937, 1.6875
9, 0.595381, 20.5805, 105.543, 13.1432, 168.339, 938, 1.5
9, 0.254414, 23.2846, 143.936, 2.06084, 130.799, 939, 1.5
9, 2.13539, 40.715, 120.676, 0, 139.192, 940, 1.375
9, 0.567457, 4.86158, 166.604, 0, 133.264, 941, 0.875
9, 1.2775, 22.1753, 96.6206, 0, 193.106, 942, 0.375
10, 0, 0, 0, 0, 396.628, 811, 0.0625
10, 0, 3.18716, 0, 0, 241.052, 813, 0.0625
10, 0, 0, 0, 0, 312.518, 814, 0.0625
10, 0, 0, 44.2383, 0, 187.678, 815, 0.0625
10, 0, 0, 0, 0, 302.738, 816, 0.125
10, 0, 0, 0, 0, 291.791, 817, 0.0625
10, 0, 0, 0, 0, 351.053, 818, 0.125
10, 0, 0, 281.534, 0, 61.5526, 819, 0.125
10, 0, 0, 0, 0, 331.045, 820, 0.125
10, 0, 0, 109.09, 0, 172.919, 821, 0.1875
10, 0, 0, 155.997, 0, 170.253, 822, 0.125
10, 0, 0.227459, 224.045, 0, 85.3021, 823, 0.25
10, 0, 0, 0, 0, 351.386, 824, 0.125
10, 0, 0, 124.068, 0, 216.818, 825, 0.1875
10, 0, 0, 217.29, 0, 113.786, 826, 0.25
10, 0, 0, 0, 99.9732, 227.819, 827, 0.1875
10, 0.0736185, 5.01959, 97.0384, 0, 227.972, 828, 0.3125
10, 0, 0, 0, 0, 350.306, 829, 0.1875
10, 0, 0, 0, 0, 327.87, 830, 0.3125
10, 0, 0, 36.6922, 0, 284.996, 831, 0.1875
10, 0, 0.781523, 109.733, 0, 206.446, 832, 0.3125
10, 0, 48.6047, 92.5566, 0, 191.766, 833, 0.375
10, 0, 0, 26.211, 0, 301.475, 834, 0.25
10, 0, 0, 77.8614, 0, 240.901, 835, 0.4375
10, 0, 0, 149.557, 0, 175.32, 836, 0.25
10, 0, 0, 0, 0, 326.519, 837, 0.25
10, 0, 0, 182.882, 0, 157.774, 838, 0.4375
10, 0, 0, 131.985, 0, 207.495, 839, 0.25
10, 0.0476657, 33.7937, 66.1839, 0, 228.244, 840, 0.5625
10, 0, 0, 127.516, 0, 175.406, 841, 0.25
10, 0, 0, 84.8341, 0, 251.043, 842, 0.375
10, 0.0877566, 0, 69.1494, 0, 250.467, 843, 0.4375
10, 0, 2.43897, 99.5935, 0, 209.012, 844, 0.375
10, 0, 0, 84.0576, 0, 232.914, 845, 0.5
10, 0, 0.437373, 38.5497, 57.9432, 226.655, 846, 0.3125
10, 0, 0, 25.0207, 0, 295.634, 847, 0.4375
10, 10.7868, 0, 187.51, 0, 131.176, 848, 0.4375
